Charge Code,Charge Description,Department Code,Department,Effective,Rev Code,Price,CPT/HCPCS
1314360,OLECRANON SCREW,Surgery ,4420,1/30/2020 0:00,0278,778.56,C1713
1314363,MALLEOLAR SCREW,Surgery ,4420,1/30/2020 0:00,0278,612.72,C1713
1314364,MALE SLING,Surgery ,4420,1/1/1960 0:00,0278,0,
1314365,OLECRANON PLATE-LONG,Surgery ,4420,1/28/2020 0:00,0278,4022.86,C1713
1314368,TPS OSCILLATING SAW BLADE,Surgery ,4420,10/1/2012 0:00,0272,880.74,
1314370,NEURO MATRIX DURAGEN IMPLANT 4x5 in,Surgery ,4420,6/1/2019 0:00,0278,12230,
1314477,KEY LOK LAG SCREW R,Surgery ,4420,1/30/2020 0:00,0278,1491.44,C1713
1314480,KIRSCHNER WIRE DIAMOND .062X9,Surgery ,4420,1/28/2020 0:00,0278,255.25,C1713
1314485,KIRSCHNER WIRE IMPLANT 0.045 x1 1x229mm,Surgery ,4420,3/23/2016 0:00,0278,84,C1713
1314488,KIRSCHNER WIRE IMPLANT 0.035 x 0.9 229mm,Surgery ,4420,3/23/2016 0:00,0278,84,C1713
1314490,KIRSCHNER WIRE IMPLANT 0.062 x1 6x229mm,Surgery ,4420,1/30/2020 0:00,0278,84,C1713
1314510,INTER STAINLESS STEEL CABLE,Surgery ,4420,1/30/2020 0:00,0278,2535.24,C1713
1314511,INTERSTIM NEUROSTIMULATOR,Surgery ,4420,8/1/2011 0:00,0278,0,C1767
1314512,INTERSTIM LEAD KIT,Surgery ,4420,8/1/2011 0:00,0278,0,C1778
1314513,INTERTIM LEAD INTRODUCER KIT,Surgery ,4420,8/6/2013 0:00,0272,0,C1894
1314515,NASAL IMPLANT,Surgery ,4420,8/1/2011 0:00,0278,0,
1314520,INTERMED COBALT CHROME CABLE,Surgery ,4420,10/1/2012 0:00,0272,2535.24,
1314522,EXTENSION KIT,Surgery ,4420,8/1/2011 0:00,0278,0,C1883
1314523,INTERSTIM PATIENT PROGRAMMER,Surgery ,4420,8/6/2013 0:00,0272,0,C1787
1314524,INTERSTIM TEST STIMULATOR,Surgery ,4420,3/28/2018 0:00,0278,5697.24,C1897
1314550,NASAL DENVER SPLINT,Surgery ,4420,10/1/2012 0:00,0272,751.75,
1314601,PERCU HIP PINS,Surgery ,4420,1/30/2020 0:00,0278,669.86,C1713
1314603,INTERMED HALF PIN 15MM,Surgery ,4420,1/30/2020 0:00,0278,633.81,C1713
1314606,INTERMEDICS LAG SCREW,Surgery ,4420,10/1/2012 0:00,0272,2325.82,
1314612,ZIMMER HARRINGTON ROD WASHER,Surgery ,4420,8/1/2011 0:00,0278,0,
1314614,ZIMMER HARRINGTON ROD HOOK,Surgery ,4420,8/1/2011 0:00,0278,0,
1314616,ZIMMER HARRINGTON ROD,Surgery ,4420,8/1/2011 0:00,0278,0,
1314618,ZIMMER HERBERT SCREW,Surgery ,4420,1/30/2020 0:00,0278,1607.05,C1713
1314621,INTERMED SMALL RING,Surgery ,4420,10/1/2012 0:00,0278,2149.48,
1314622,INTERMED Z-PIN HOLDER,Surgery ,4420,1/30/2020 0:00,0278,1928.97,C1713
13146231,OPTIFOAM W SILVER AG SA 4X10 POST OP,Surgery ,4420,10/1/2018 0:00,0272,136.2,A6213
1314626,INTERMED PIN HOLDER ADAPTER,Surgery ,4420,1/30/2020 0:00,0278,2094.33,C1713
1314628,INTERMED SHORT CONNECTING ROD,Surgery ,4420,1/30/2020 0:00,0278,5048.35,C1713
1314650,RUSH PIN Z,Surgery ,4420,1/30/2020 0:00,0278,711.82,C1713
1314655,SELF TAPPING SCREW 2319-40,Surgery ,4420,1/30/2020 0:00,0278,1164.12,C1713
1314672,INTERMED 32MM HEAD 7200-05-,Surgery ,4420,1/30/2020 0:00,0278,3259.45,C1713
1314674,INTERMEDICS BALL NOSE GUIDE WIRE,Surgery ,4420,1/27/2020 0:00,0272,1318.6,C1769
1314675,INTERMEDICS BASEPLATE,Surgery ,4420,1/10/2020 0:00,0278,6111.22,C1776
1314684,INTERMEDICS 11 A INSERT,Surgery ,4420,1/10/2020 0:00,0278,5475.57,C1776
1314686,INTERMEDICS ALL POLY PATELLA,Surgery ,4420,1/10/2020 0:00,0278,2607.34,C1776
1314688,3M 1  BLADE,Surgery ,4420,10/1/2012 0:00,0272,654.66,
1314692,ZIMMER 1  BLADE,Surgery ,4420,8/6/2013 0:00,0272,654.66,
1314695,ZIMMER 1/2  BLADE,Surgery ,4420,8/6/2013 0:00,0272,654.66,
1314700,COMPRESSING SCREW R,Surgery ,4420,10/1/2012 0:00,0278,252.43,C1713
1314701,COMP HIP SCREW PLATE 150X4R,Surgery ,4420,1/28/2020 0:00,0278,3067.56,C1713
1314704,GIGLI BLADE SAW,Surgery ,4420,10/1/2012 0:00,0272,643.12,
1314705,G I A 60 INST 030676,Surgery ,4420,8/6/2013 0:00,0272,1491.44,
1314706,ZIMMER BONE CEMENT,Surgery ,4420,4/25/2012 0:00,0278,0,
1314707,STEINMAN PIN PLAIN Z,Surgery ,4420,1/30/2020 0:00,0278,309.33,C1713
1314708,ZIMMER SIMPLEX MIX,Surgery ,4420,1/30/2020 0:00,0278,583.1,C1713
1314709,ZIMMER PATELLA BLADE,Surgery ,4420,8/6/2013 0:00,0272,0,
1314710,ZIMMER SIMPLEX CEMENT LO VIS,Surgery ,4420,1/30/2020 0:00,0278,984.61,C1713
1314711,ELASTIC HIP SPICA,Surgery ,4420,10/1/2012 0:00,0272,984.61,
1314712,SUNDT ANEURSYM S-K SLIM CLIP,Surgery ,4420,10/1/2012 0:00,0278,1710.08,
1314714,G I A 60 DLU 030678,Surgery ,4420,8/6/2013 0:00,0272,1649.01,
1314715,ZIMMER BONE SCREW 66246535,Surgery ,4420,10/1/2012 0:00,0278,1425.76,
1314716,CEMENT BOWL/MIXER,Surgery ,4420,10/1/2012 0:00,0272,1668.4,
1314717,G I A 80 INST 030694,Surgery ,4420,8/6/2013 0:00,0272,2306.8,
1314718,G I A 80 DLU 030696,Surgery ,4420,8/6/2013 0:00,0272,1649.01,
1314719,ZIMMER BONE CEMENT INJECTER,Surgery ,4420,2/11/2020 0:00,0272,671.95,
1314720,ZIMMER STER SDCTG BLK 20X19MM,Surgery ,4420,10/1/2012 0:00,0272,558.62,
1314721,ZIMMER NEUFELD PIN EACH,Surgery ,4420,1/30/2020 0:00,0278,907.09,C1713
1314722,ZIMMER STER RICMOND BUR 2.0,Surgery ,4420,8/6/2013 0:00,0272,990.74,
1314723,RICHARDS FEM CANAL SUCTION,Surgery ,4420,8/6/2013 0:00,0272,416.92,
1314724,ZIMMER 5.0MM STERILE RD BUK,Surgery ,4420,1/30/2020 0:00,0278,729.66,C1713
1314725,ZIMMER 3.0MM ROUND BUR STER,Surgery ,4420,3/12/2020 0:00,0278,729.66,C1713
1314726,ADVANCE BAG DECANTOR 10102,Surgery ,4420,10/1/2012 0:00,0272,87.58,
1314728,ZIMMER DRILL BIT 815,Surgery ,4420,10/1/2012 0:00,0272,1915.05,
1314729,ZIMMER DRILL BIT 227,Surgery ,4420,10/1/2012 0:00,0272,1364.97,
1314735,ZIMMER BROWN DERMATOME BLADE,Surgery ,4420,10/1/2012 0:00,0272,210.9,
1314740,ZIMMER DRILL,Surgery ,4420,10/1/2012 0:00,0272,1975.86,
1314809,TISSELL 2CC,Surgery ,4420,10/1/2012 0:00,0272,2552.26,
1314813,TISSELL 5CC,Surgery ,4420,10/1/2012 0:00,0272,6374.16,
1314817,TISSELL 1CC,Surgery ,4420,10/1/2012 0:00,0272,1274.85,
1314820,IOL DEL FEE,Surgery ,4420,2/11/2020 0:00,0999,0,
1314848,TISSUE TRANSPLANT,Surgery ,4420,8/1/2011 0:00,0278,0,
1314849,TISSUE EXPANDER - MENTOR,Surgery ,4420,10/30/2015 0:00,0278,5047.8,C1789
1314902,INTERPORE OSTEON IMPLANT,Surgery ,4420,10/1/2012 0:00,0278,8241.31,
1314907,INTERMDICS ACETABULAR CUP,Surgery ,4420,1/10/2020 0:00,0278,3538.36,C1776
1314909,INTERM HIP STEM,Surgery ,4420,1/10/2020 0:00,0278,11050.32,C1776
1314911,INTERM TAPER NECK,Surgery ,4420,1/10/2020 0:00,0278,3835.82,C1776
1314912,INTERM CENTRALIZER,Surgery ,4420,1/10/2020 0:00,0278,705.39,C1776
1314913,INTERM PLUG,Surgery ,4420,1/10/2020 0:00,0278,771.6,C1776
1314916,INTER DRILL & PIN SET,Surgery ,4420,10/1/2012 0:00,0272,992.04,
1314920,INTER 1' BLADE,Surgery ,4420,10/1/2012 0:00,0272,1036.09,
1314930,INTERM BIPOLAR 26/56 MM,Surgery ,4420,10/1/2012 0:00,0275,5215.27,
1314932,INTERSTIM ANTENNA,Surgery ,4420,10/1/2012 0:00,0272,480,
1314933,INTERM HEAD T8MM/26MM DIA,Surgery ,4420,1/10/2020 0:00,0278,4223.67,C1776
1314934,UNIV 13MM DISTAL HIP STM CN,Surgery ,4420,1/27/2020 0:00,0278,1880.06,C1776
1314936,INTERMEDICS 2.0 CABLE & SLEE,Surgery ,4420,1/30/2020 0:00,0278,2645.46,C1713
1314937,INTERMEDICS 5 HOLE PLATE,Surgery ,4420,1/30/2020 0:00,0278,3858,C1713
1314940,INTERMED 15MM SCREW 4301-07,Surgery ,4420,10/1/2012 0:00,0278,1173.33,
1314941,1.6 K-WIRE,Surgery ,4420,10/1/2012 0:00,0278,664.48,C1713
1314942,INTERM STEM SIZE 2,Surgery ,4420,1/10/2020 0:00,0278,5717.42,C1776
1314943,BIPOLAR COCR 26MM ID 52MM DD,Surgery ,4420,10/1/2012 0:00,0275,5871.92,
1314944,COCR HD 12/14 NECV NEV 26MM,Surgery ,4420,12/23/2019 0:00,0278,5099.32,C1776
1314945,INTERMED 25MM SCREW 4301-07-,Surgery ,4420,3/12/2020 0:00,0278,1173.33,C1713
1314949,8 HOLE TEMPLATE,Surgery ,4420,3/12/2020 0:00,0278,1710.08,C1773
1314950,INTERMED 30MM SCREW 4301-07-,Surgery ,4420,3/12/2020 0:00,0278,1173.33,C1713
1314951,INTERMED 35MM SCREWS,Surgery ,4420,3/12/2020 0:00,0278,1173.33,C1713
1314952,INTERMED DRILL & PIN SET,Surgery ,4420,10/1/2012 0:00,0278,1551.98,C1713
1314953,2.6 TWIST DRILL,Surgery ,4420,8/6/2013 0:00,0272,1689.45,
1314954,INTER STEM FEMOR REVISION,Surgery ,4420,1/10/2020 0:00,0278,21033.4,C1776
1314955,INTERMEDICS 53MM SHELL,Surgery ,4420,1/10/2020 0:00,0278,6992.25,C1776
1314956,INTERMEDICS 28X53 INSERT,Surgery ,4420,1/10/2020 0:00,0278,4275.21,C1776
1314957,INTERMED ALLOPRO PLUG,Surgery ,4420,1/10/2020 0:00,0278,1983.07,C1776
1314958,INTERMED SHORT ROD,Surgery ,4420,1/10/2020 0:00,0278,8591.71,C1776
1314959,INTERMED BIPOLAR 26MM,Surgery ,4420,10/1/2012 0:00,0275,5653.04,
1314960,INTERMED HEAD NEU 26MM,Surgery ,4420,1/10/2020 0:00,0278,4661.52,C1776
1314961,1.8 X 115mm TWIST DRILL,Surgery ,4420,8/1/2011 0:00,0272,0,
1314962,INTERMED PIN HOLDER,Surgery ,4420,1/10/2020 0:00,0278,2017.08,C1776
1314963,INTERMED MEDIUM ROD,Surgery ,4420,1/10/2020 0:00,0278,5902.57,C1776
1314964,1.8 X 50mm TWIST DRILL,Surgery ,4420,8/1/2011 0:00,0272,0,
1314965,1.6MM THICK 4HOLE STRAIGHT PLATE,Surgery ,4420,4/24/2012 0:00,0278,0,C1713
1314966,INTERMED OSTEO-CLAGE CABLES,Surgery ,4420,1/10/2020 0:00,0278,2446.6,C1776
1314967,1.0MM THICK 4HOLE STRAIGHT PLATE,Surgery ,4420,4/24/2012 0:00,0278,0,C1713
1314968,CROSS DRIVE SCREW,Surgery ,4420,4/24/2012 0:00,0278,0,C1713
1314969,LOCKING SCREW,Surgery ,4420,4/24/2012 0:00,0278,0,C1713
1314970,1.6MM THICK SMALL ANGLE PLATE,Surgery ,4420,4/24/2012 0:00,0278,0,C1713
1314972,INTERMED FEMORAL COMP,Surgery ,4420,1/10/2020 0:00,0278,0,C1776
1314984,INTERMED LARGE RING,Surgery ,4420,1/10/2020 0:00,0278,5235.86,C1776
1314990,INTERMED TITANIUM,Surgery ,4420,1/10/2020 0:00,0278,688.87,C1776
1315108,MAXON SUTURE,Surgery ,4420,10/1/2012 0:00,0272,295.63,
1315200,ENT PACK,Surgery ,4420,10/1/2012 0:00,0272,745.86,
1315201,ENDER NAIL,Surgery ,4420,12/23/2019 0:00,0278,1018.54,C1776
1315205,ENDO LASER FIBER,Surgery ,4420,10/1/2012 0:00,0272,1030.15,
1315210,ENTRAC BALLOON DILATATION CATH,Surgery ,4420,10/1/2012 0:00,0272,2060.31,
1315215,VERSA-PORT 179070,Surgery ,4420,10/1/2012 0:00,0272,1504.04,
1315220,ENSEAL,Surgery ,4420,8/1/2011 0:00,0272,0,
1315221,ENSEAL G2 TISSUE SEALER SUPER JAW,Surgery ,4420,10/1/2012 0:00,0272,3830.4,
1315222,ECHELON FLEX ENDOSCOPE EAR CUTTER,Surgery ,4420,10/1/2012 0:00,0272,2275.34,
1315224,ECHELON 60 RELOAD,Surgery ,4420,10/1/2012 0:00,0272,803.92,
1315225,THERA SKIN ALLOGRAFT,Surgery ,4420,8/1/2011 0:00,0272,0,
1315226,DEXTRUS SEAL CAP,Surgery ,4420,10/1/2012 0:00,0272,2799.36,
1315228,DEXTRUS RETRACTOR FIXED LENGTH,Surgery ,4420,10/1/2012 0:00,0272,466.56,
1315301,GREENFIELD V/C FULT SYS50100,Surgery ,4420,12/20/2019 0:00,0278,7684.27,C1880
1315303,UROLIFT IMPLANT,Surgery ,4420,3/9/2015 0:00,0278,4250,L8699
1315717,LAPAROSCOPIC CHOLANGIOCATH,Surgery ,4420,10/1/2012 0:00,0272,906.52,
1315719,LAPAROSCOPIC FLEXIBLE WOUND RETRACTOR,Surgery ,4420,1/1/1960 0:00,0272,0,
1315802,URETERAL PIGTAIL,Surgery ,4420,12/20/2019 0:00,0278,1249.3,C2617
1315803,LITHRO PROBE 9F,Surgery ,4420,10/1/2012 0:00,0272,1024.53,
1315804,LITHRO PROBE 5F,Surgery ,4420,10/1/2012 0:00,0272,940.04,
1316030,SINGLE J URETERAL STENT,Surgery ,4420,12/20/2019 0:00,0278,1322.74,C2617
1316040,ATKINSON RETROBULBAR NEEDLE,Surgery ,4420,10/1/2012 0:00,0272,254.71,
1316044,CORNEA PROCESS\DOHENY,Surgery ,4420,10/1/2012 0:00,0278,8215.52,
1316045,DOHENY EYE BAGGIES,Surgery ,4420,10/1/2012 0:00,0272,126.25,
1316049,RED CROSS DELIVERY,Surgery ,4420,8/1/2011 0:00,0272,0,
1316051,BLADE MIRCO 15  SHARPOINT,Surgery ,4420,10/1/2012 0:00,0272,518.94,
1316064,SURGITEK URO-GUIDE,Surgery ,4420,10/1/2012 0:00,0272,1879.3,
1316156,DRILL LOT #5120-66,Surgery ,4420,10/1/2012 0:00,0272,689.73,
1316203,OTHER CRYO SUPPLIES,Surgery ,4420,10/1/2012 0:00,0272,12645.24,
1316205,CRYO PROBE,Surgery ,4420,10/1/2012 0:00,0272,3863.12,C2618
1316217,CLIP GUN,Surgery ,4420,10/1/2012 0:00,0272,1282.58,
1316250,GRIESHABER ULTRASHARP BID,Surgery ,4420,10/1/2012 0:00,0272,703.34,
1316400,I & A CASSETTE,Surgery ,4420,10/1/2012 0:00,0272,1190.12,
1316405,I/A IRRIGATING HANDPIECE,Surgery ,4420,10/1/2012 0:00,0272,272.7,
1316406,NUCLEATOME FLEX TIP SET,Surgery ,4420,10/1/2012 0:00,0272,11821.92,
1316410,DEBAKEY VASCULAR IMPLANT,Surgery ,4420,12/18/2019 0:00,0278,3525.49,L8670
1316414,IOL NEW TECHNOLOGY,Surgery ,4420,4/24/2012 0:00,0276,0,C1780
1316416,LA PORTA IMPLANT,Surgery ,4420,1/10/2020 0:00,0278,2206.89,C1776
1316417,DAVOL SIMPULSE SUC TIP,Surgery ,4420,10/1/2012 0:00,0272,318.88,
1316475,NUCLEOTOME SYSTEM KIT,Surgery ,4420,10/1/2012 0:00,0272,7093.23,
1316477,NUCLEOTOME SYSTEM USAGE,Surgery ,4420,10/1/2012 0:00,0272,2364.5,
1316505,DOW CORNIGN SCLERAL SPONGE 544X8,Surgery ,4420,10/1/2012 0:00,0272,658.02,
1316525,MILLEX FILTER,Surgery ,4420,10/1/2012 0:00,0272,57.33,
1316528,INFLATION GAUGE,Surgery ,4420,10/1/2012 0:00,0272,437.32,
1316548,DC CANCELLOUS BONE SCREWS,Surgery ,4420,1/28/2020 0:00,0278,1576.17,C1713
1316550,COLLEGAN CORNEAL SHIELD,Surgery ,4420,10/1/2012 0:00,0272,591.06,
1316630,STOREZ RETINAL CIRCLING BAN,Surgery ,4420,10/1/2012 0:00,0272,1011.38,
1316640,STORZ RETINAL SILICONE TIE,Surgery ,4420,10/1/2012 0:00,0272,1427.84,
1316654,STORZ SILICONE SHEETING 2X3,Surgery ,4420,10/1/2012 0:00,0272,703.34,
1316655,STORZ DISP TREPHINE BLADE,Surgery ,4420,10/1/2012 0:00,0272,945.69,
1316668,OSTEONICS HIP STEM #,Surgery ,4420,1/27/2020 0:00,0278,10357.29,C1776
1316671,STAPLE REMOVAL,Surgery ,4420,10/1/2012 0:00,0272,199.58,
1316672,PROXIMATE,Surgery ,4420,10/1/2012 0:00,0272,1628.95,
1316673,RELOADING STAPLE INIT PLCRU,Surgery ,4420,10/1/2012 0:00,0272,834.44,
1316675,ZIMMER MULTIPOLAR HEAD,Surgery ,4420,1/27/2020 0:00,0278,4720.78,C1776
1316679,ZIMMER RECIP SAW BLADE,Surgery ,4420,10/1/2012 0:00,0272,815.64,
1316680,ZIMMER DISPOSABLE BLADE,Surgery ,4420,10/1/2012 0:00,0272,644.61,
1316682,ZIMMER FEMORAL STEM,Surgery ,4420,1/27/2020 0:00,0278,4697.54,C1776
1316683,ZIMMER DISPOSABLE DRILL BIT,Surgery ,4420,10/1/2012 0:00,0272,1266.33,
1316699,ZIMMER FEMORAL HEAD,Surgery ,4420,1/27/2020 0:00,0278,3420.15,C1776
1316705,TY-BAC HEAD,Surgery ,4420,10/1/2012 0:00,0278,999.28,
1316709,ZIMMER BUR 130-132,Surgery ,4420,10/1/2012 0:00,0278,947.74,
1316710,ZIMMER BUR-168,Surgery ,4420,1/30/2020 0:00,0278,1730.66,
1316711,ZIMMER OLICRANON SCREW,Surgery ,4420,1/30/2020 0:00,0278,806.35,C1713
1316712,ZIMMER BI-ART HEAD,Surgery ,4420,8/1/2011 0:00,0278,0,
1316713,ZIMMER FEMORAL NECK,Surgery ,4420,1/27/2020 0:00,0278,0,C1776
1316714,ZIMMER SCP PLATE,Surgery ,4420,1/30/2020 0:00,0278,3937.56,C1713
1316715,ZIMMER SELF TAPPING SCREW,Surgery ,4420,1/30/2020 0:00,0278,1164.12,C1713
1316718,ZIMMER HUMERAL 2MG,Surgery ,4420,1/27/2020 0:00,0278,4380.79,C1776
1316719,ZIMMER ELEVATED LINER,Surgery ,4420,1/27/2020 0:00,0278,5286.55,C1776
1316720,ZIMMER CEMENT IN/CARTRIDGE,Surgery ,4420,1/30/2020 0:00,0278,916.56,C1713
1316721,ZIMMER QUICK CEMENT,Surgery ,4420,1/30/2020 0:00,0278,1017.8,C1713
1316722,ZIMMER FEMORAL COMP 5780-05*,Surgery ,4420,4/25/2012 0:00,0278,0,C1776
1316723,ZIMMER FEM COMP LRG 5780-12,Surgery ,4420,1/27/2020 0:00,0278,0,C1776
1316724,ZIMMER TIBIAL PLATE 5780-60,Surgery ,4420,8/1/2011 0:00,0278,0,
1316726,ZIMMER TIBIAL ARTIC 5780-31,Surgery ,4420,8/1/2011 0:00,0278,0,
1316727,ZIMMER STATAK,Surgery ,4420,1/30/2020 0:00,0278,5410.72,C1713
1316728,ZIMMER CEMENT MANUAL R/INST,Surgery ,4420,10/1/2012 0:00,0278,3152.59,
1316729,ZIMMER CORTICAL SCREWS,Surgery ,4420,1/30/2020 0:00,0278,186.16,C1713
1316730,ZIMMER SMALL FRAGMENT SHOLE,Surgery ,4420,1/30/2020 0:00,0278,378.86,C1713
1316732,ZIMMER SKIN TRAC 3874-003,Surgery ,4420,1/30/2020 0:00,0278,502.72,C1713
1316733,ZIMMER TIBIAL SURFACE LINER,Surgery ,4420,4/25/2012 0:00,0278,0,C1776
1316735,ZIMMER-SELF TAPPING SCREW,Surgery ,4420,1/30/2020 0:00,0278,1164.12,C1713
1316737,NEUROSTIMULATOR NON-RECHARGEABLE,Surgery ,4420,1/1/1960 0:00,0278,0,C1767
1316741,ZIMMER CANNULATED BONE SCREW,Surgery ,4420,1/30/2020 0:00,0278,1260.93,C1713
1316742,ZIMMER GUIDE PINS,Surgery ,4420,8/6/2013 0:00,0272,1666.53,
1316743,ZIMMER CANNULATED REAMER,Surgery ,4420,8/6/2013 0:00,0272,3141.51,
1316747,ZIMMER COMPRESSION PLATE,Surgery ,4420,1/30/2020 0:00,0278,2704.93,C1713
1316748,ZIMMER CEMENT VACCUM PUMP,Surgery ,4420,8/6/2013 0:00,0272,1103.29,
1316750,ZIMMER GUIDE WIRE,Surgery ,4420,8/6/2013 0:00,0272,591.34,
1316751,ZIMMER BULLET WIRE,Surgery ,4420,1/30/2020 0:00,0278,591.34,C1713
1316756,ZIMMER TIBIAL PIT ASSY,Surgery ,4420,8/1/2011 0:00,0278,0,
1316766,ZIMMER TIBIAL COMP 57827001,Surgery ,4420,4/25/2012 0:00,0278,0,C1776
1316778,ZIMMER PATELLAR DOME 850585234,Surgery ,4420,4/25/2012 0:00,0278,0,C1776
1316796,ZIMMER LAG SCREW,Surgery ,4420,1/30/2020 0:00,0278,1598.29,C1713
1316800,ZIMMER CENTRIFUGE,Surgery ,4420,8/6/2013 0:00,0272,960.4,
1316801,ZIMMER CENTRALIZER,Surgery ,4420,10/1/2012 0:00,0278,1570.26,
1316807,ZIMMER PRECOAT PLUG,Surgery ,4420,10/1/2012 0:00,0278,15238.18,
1316824,ZIMMER THREADED GUIDE PIN 1181-20,Surgery ,4420,8/6/2013 0:00,0272,1257.34,
1316834,ZIMMER PLATE LARGE-2,Surgery ,4420,1/30/2020 0:00,0278,1733.76,C1713
1316846,COOLEY STRAIGHT GRAFT,Surgery ,4420,10/1/2012 0:00,0278,5099.32,C1768
1316848,COOLEY BIFUR GRAFT,Surgery ,4420,12/19/2019 0:00,0278,4903.57,L8670
1316852,IMPLANT ANCHOR SCREW 1001+,Surgery ,4420,1/28/2020 0:00,0278,0,C1713
1316880,ZIMMER DISP BLADES,Surgery ,4420,10/1/2012 0:00,0272,1394.35,
1316900,SPEAR SPONGES,Surgery ,4420,10/1/2012 0:00,0272,79.86,
1316901,WET FIELD HEMOSTATIC ERASER,Surgery ,4420,10/1/2012 0:00,0272,363.67,
1316905,WECK WIPE,Surgery ,4420,10/1/2012 0:00,0272,76.27,
1316908,MESH COVIDIEN SYMBOTEX 34cm x 20cm,Surgery ,4420,10/30/2015 0:00,0278,13051.15,C1781
1316976,MESH PERMACOL 20cm x 30cm X 1.5mm,Surgery ,4420,1/1/2021 0:00,0278,25000,C9364
1316997,PACEMAKER INTRODUCER,Surgery ,4420,2/11/2020 0:00,0272,3208.92,
1317001,LEAD PMKR TRANSVENOUS VDD,Surgery ,4420,10/1/2012 0:00,0275,2400,C1779
1317002,PACEMAKER TRANSMITTOR,Surgery ,4420,8/1/2011 0:00,0275,0,
1317003,PACEPATH INTRODUCER LEAD #4,Surgery ,4420,10/30/2015 0:00,0272,0,C1894
1317004,PACEMAKER SERVICE KIT,Surgery ,4420,8/6/2013 0:00,0272,927.14,
1317005,PACEMAKER PERSONAL POUCH,Surgery ,4420,2/11/2020 0:00,0272,985.12,
1317006,PACEMAKER ADAPTER,Surgery ,4420,2/11/2020 0:00,0272,2149.48,
1317010,BURR (MICRO/REGULAR),Surgery ,4420,10/1/2012 0:00,0272,824.13,
1317013,TANDEM TUBING,Surgery ,4420,10/1/2012 0:00,0272,23.23,
1317015,PMKR DUAL RATE-RESP DEVICE DR 3400,Surgery ,4420,10/1/2012 0:00,0275,16320,C1785
1317018,PMKR DUAL RATE-RESP DEVICE DR 3800,Surgery ,4420,10/1/2012 0:00,0275,18240,C1785
1317020,PMKR DUAL RATE-RESP DEVICE DR 4000,Surgery ,4420,10/1/2012 0:00,0275,19200,C1785
1317022,PMKR DUAL RATE-RESP DEVICE DR 4800,Surgery ,4420,10/1/2012 0:00,0275,23040,C1785
1317024,PMKR DUAL RATE-RESP SYSTEM DR 4600,Surgery ,4420,10/1/2012 0:00,0275,22080,C1785
1317025,SHUNT CANNULA CLAMP,Surgery ,4420,10/1/2012 0:00,0272,335.89,
1317026,PMKR DUAL RATE-RESP SYSTEM DRS 4800,Surgery ,4420,10/1/2012 0:00,0275,23040,C1785
1317028,PMKR DUAL RATE-RESP SYSTEM DRS 5000,Surgery ,4420,10/1/2012 0:00,0275,24000,C1785
1317029,VESSEL TIP,Surgery ,4420,10/1/2012 0:00,0272,276.62,
1317030,PMKR DUAL RATE-RESP SYSTEM DRS 5200,Surgery ,4420,10/1/2012 0:00,0275,24960,C1785
1317031,LAVEEN PERITONEAL SHUNT,Surgery ,4420,10/1/2012 0:00,0278,6226.3,
1317033,PMKR DUAL RATE-RESP SYSTEM DRS 5400,Surgery ,4420,10/1/2012 0:00,0275,25920,C1785
1317035,PMKR DUAL RATE-RESP SYSTEM DRS 5800,Surgery ,4420,11/8/2012 0:00,0275,27840,C1785
1317036,SPHERICAL RESERVOIR,Surgery ,4420,10/1/2012 0:00,0272,5372.06,
1317037,PMKR SINGLE RATE-RESP DEVICE SR 3200,Surgery ,4420,11/8/2012 0:00,0275,15360,C1786
1317039,PMKR DUAL RATE-RESP DEVICE SR/VR 3600,Surgery ,4420,10/1/2012 0:00,0275,17280,C1786
1317040,LEVEEN INFLATOR L1-10,Surgery ,4420,10/1/2012 0:00,0272,354.68,
1317042,PMKR DUAL RATE-RESP DEVICE SR 3800,Surgery ,4420,5/8/2013 0:00,0275,18240,C1785
1317044,PMKR SINGLE RATE-RESP SR DEVICE 4000,Surgery ,4420,10/1/2012 0:00,0275,19200,C1786
1317046,PMKR SINGLE RATE-RESP SYSTEM SRS 3800,Surgery ,4420,10/1/2012 0:00,0275,18240,C1786
1317048,PMKR SINGLE RATE-RESP SR SYSTEM SRS 4100,Surgery ,4420,10/1/2012 0:00,0275,19680,C1786
1317049,PMKR SINGLE RATE-RESP SYSTEM SRS 4200,Surgery ,4420,10/1/2012 0:00,0275,20160,C1786
1317402,RICHARD SEPTAL BUTTON,Surgery ,4420,10/1/2012 0:00,0272,1818.79,
1317404,TUNNELER MODULE,Surgery ,4420,4/8/2015 0:00,0272,2160,
1317406,SUTURE ANCHOR CROSS FT #2 5.5M,Surgery ,4420,10/30/2015 0:00,0278,2010.2,C1713
1317408,CANNULA OBTURATOR 70X85MM,Surgery ,4420,1/1/2014 0:00,0272,168,
1317410,SUTURE KIT FIBER WIRE,Surgery ,4420,2/11/2020 0:00,0272,2680,
1317418,VALVE STRATA NSC REG VP SHUNT,Surgery ,4420,4/1/2021 0:00,0272,27995,
1318004,BARDEX CATH PEZZER,Surgery ,4420,1/29/2020 0:00,0272,594.09,A4340
1318005,BARD CONTIGEN IMPLANT/TRMT SYRNGE,Surgery ,4420,10/1/2012 0:00,0272,3090.49,
1318006,BARD STABLIZING CANNULA,Surgery ,4420,10/1/2012 0:00,0272,257.55,
1318007,BARD UROLOGIST TRAY,Surgery ,4420,10/1/2012 0:00,0272,1442.2,
