chg_cod_ext_id,chg_desc,ref_eff_ts,row_sta_cd,table_int_id,ref_int_id,org_int_id,lst_mod_id,lst_mod_ts,compute_0010,org_nm,gl_account_id,gl_sub_acct,chg_type_int_id,cod_dtl_ds,active_dt,cod_dtl_ext_id,chg_amt_1,cpt_mod_id,cpt4_ext_id,gl_stat
401061156,STENT PROTEGE 6X40X120,04/15/2013 06:45:36:587,A,600,88612,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,3/16/2018 0:00,278,3761.1,,C1876,
401061157,STENT PROTEGE 6X60X120,04/15/2013 06:45:36:587,A,600,80341,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3543.75,,C1876,
401061158,STENT PROTEGE 6X80X120,04/15/2013 06:45:36:587,A,600,81346,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061159,STENT PROTEGE 7X20X120,04/15/2013 06:45:36:587,A,600,81347,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061160,STENT PROTEGE 7X30X120,04/15/2013 06:45:36:587,A,600,81348,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061161,STENT PROTEGE 7X40X120,04/15/2013 06:45:36:587,A,600,81349,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061162,STENT PROTEGE 7X60X120,04/15/2013 06:45:36:587,A,600,88613,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,3/16/2018 0:00,278,3761.1,,C1876,
401061163,STENT PROTEGE 7X80X120,04/15/2013 06:45:36:587,A,600,81351,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061164,STENT PROTEGE 8X20X120,04/15/2013 06:45:36:587,A,600,81352,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061165,STENT PROTEGE 8X30X120,04/15/2013 06:45:36:587,A,600,81353,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061166,STENT PROTEGE 8X40X120,04/15/2013 06:45:36:587,A,600,81354,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061167,STENT PROTEGE 8X60X120,04/15/2013 06:45:36:587,A,600,81355,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061168,STENT PROTEGE 8X80X120,04/15/2013 06:45:36:587,A,600,81356,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061176,STENT PROTEGE 10X40X120,04/15/2013 06:45:36:587,A,600,88614,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,3/16/2018 0:00,278,3761.1,,C1876,
401061178,STENT PROTEGEEVER 10X80X120,08/15/2013 19:35:58:543,A,600,80347,6022,morrisv0,08/15/2013 19:35:58:543,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3543.75,,C1876,
401061180,STENT PROTEGE 12X40X120,04/15/2013 06:45:36:587,A,600,80344,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3543.75,,C1876,
401061181,STENT PROTEGE 12X60X120,04/15/2013 06:45:36:587,A,600,80345,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3543.75,,C1876,
401061182,STENT PROTEGEEVER 12X80X120,08/15/2013 19:36:00:307,A,600,80348,6022,morrisv0,08/15/2013 19:36:00:307,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3543.75,,C1876,
401061184,STENT PROTEGE 14X40X120,04/15/2013 06:45:36:587,A,600,80346,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3543.75,,C1876,
401061186,STENT PROTEGEEVER 14X80X120,08/15/2013 19:36:01:717,A,600,80349,6022,morrisv0,08/15/2013 19:36:01:717,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3543.75,,C1876,
401061196,STENT PROTEGE 6X20X80,04/15/2013 06:45:36:587,A,600,81358,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061197,STENT PROTEGE 6X30X80,04/15/2013 06:45:36:587,A,600,81359,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061198,STENT PROTEGE 6X40X80,04/15/2013 06:45:36:587,A,600,83193,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,C1876,
401061199,STENT PROTEGE 6X60X80,04/15/2013 06:45:36:587,A,600,83194,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,C1876,
401061200,STENT PROTEGE 6X80X80,04/15/2013 06:45:36:587,A,600,81360,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061201,STENT PROTEGE 7X20X80,04/15/2013 06:45:36:587,A,600,83195,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,C1876,
401061202,STENT PROTEGE 7X30X80,04/15/2013 06:45:36:587,A,600,81361,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061203,STENT PROTEGE 7X40X80,04/15/2013 06:45:36:587,A,600,81362,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061204,STENT PROTEGE 7X60X80,04/15/2013 06:45:36:587,A,600,81363,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061205,STENT PROTEGE 7X80X80,04/15/2013 06:45:36:587,A,600,81364,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061206,STENT PROTEGE 8X20X80,04/15/2013 06:45:36:587,A,600,81365,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,,
401061207,STENT PROTEGE 8X30X80,04/15/2013 06:45:36:587,A,600,83196,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,C1876,
401061208,STENT PROTEGE 8X40X80,04/15/2013 06:45:36:587,A,600,83197,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,C1876,
401061209,STENT PROTEGE 8X60X80,04/15/2013 06:45:36:587,A,600,83198,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,C1876,
401061210,STENT PROTEGE 8X80X80,04/15/2013 06:45:36:587,A,600,83199,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3761.1,,C1876,
401061293,SHEATH SAFE 8FR X 10CM,04/15/2013 06:45:36:587,A,600,88615,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,3/16/2018 0:00,272,280.35,,C1892,
401061294,SHEATH SAFE 9FR X 10CM,04/15/2013 06:45:36:587,A,600,83370,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,280.35,,C1894,
401061393,BALLOON VIATRAC 5.5X20X135,04/15/2013 06:45:36:587,A,600,79677,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,1087.8,,C1725,
401061410,SHEATH DESTINATION 65CM 6F,04/15/2013 06:45:36:587,A,600,83371,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,497.7,,C1894,
401061411,SHEATH DESTINATION 65CM 7F,04/15/2013 06:45:36:587,A,600,83373,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,497.7,,C1894,
401061421,WIRE FIXED CORE J-TIP .035X175,04/15/2013 06:45:36:587,A,600,82779,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,49.35,,C1769,
401061422,LEAD DEXTRUS 4136,04/15/2013 06:45:36:587,A,600,83400,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,275,3209.85,,C1898,
401061423,LEAD DEXTRUS 4137,04/15/2013 06:45:36:587,A,600,85612,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,2560.95,,C1898,
401061476,STENT PROMUS DES RX 2.5X8,04/15/2013 06:45:36:587,A,600,82914,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061477,STENT PROMUS DES RX 2.75X8,04/15/2013 06:45:36:587,A,600,82915,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061478,STENT PROMUS DES RX 2.5X12,04/15/2013 06:45:36:587,A,600,82916,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061479,STENT PROMUS DES RX 2.75X12,04/15/2013 06:45:36:587,A,600,82917,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061480,STENT PROMUS DES RX 2.5X15,04/15/2013 06:45:36:587,A,600,82918,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061481,STENT PROMUS DES RX 2.75X15,04/15/2013 06:45:36:587,A,600,82919,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061482,STENT PROMUS DES RX 2.5X18,04/15/2013 06:45:36:587,A,600,82921,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061483,STENT PROMUS DES RX 2.75X18,04/15/2013 06:45:36:587,A,600,82923,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061484,STENT PROMUS DES RX 2.5X23,04/15/2013 06:45:36:587,A,600,82924,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061485,STENT PROMUS DES RX 2.75X23,04/15/2013 06:45:36:587,A,600,82926,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061486,STENT PROMUS DES RX 2.5X28,04/15/2013 06:45:36:587,A,600,82928,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061487,STENT PROMUS DES RX 2.75X28,04/15/2013 06:45:36:587,A,600,82929,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061488,STENT PROMUS DES RX 3.0X8,04/15/2013 06:45:36:587,A,600,82931,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061489,STENT PROMUS DES RX 3.5X8,04/15/2013 06:45:36:587,A,600,82933,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061490,STENT PROMUS DES RX 3.0X12,04/15/2013 06:45:36:587,A,600,82934,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061491,STENT PROMUS DES RX 3.5X12,04/15/2013 06:45:36:587,A,600,82935,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061492,STENT PROMUS DES RX 3.0X15,04/15/2013 06:45:36:587,A,600,82936,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061493,STENT PROMUS DES RX 3.5X15,04/15/2013 06:45:36:587,A,600,82940,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061494,STENT PROMUS DES RX 3.0X18,04/15/2013 06:45:36:587,A,600,82941,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061495,STENT PROMUS DES RX 3.5X18,04/15/2013 06:45:36:587,A,600,82942,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061496,STENT PROMUS DES RX 3.0X23,04/15/2013 06:45:36:587,A,600,82944,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061497,STENT PROMUS DES RX 3.5X23,04/15/2013 06:45:36:587,A,600,82946,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061498,STENT PROMUS DES RX 3.0X28,04/15/2013 06:45:36:587,A,600,82947,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061499,STENT PROMUS DES RX 3.5X28,04/15/2013 06:45:36:587,A,600,82949,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,7714.35,,C1874,
401061503,CATHETER ROYAL FLUSH PIG 70CM,04/15/2013 06:45:36:587,A,600,81366,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,544.95,,,
401061587,STENT VIABAHN HEP 6X10CMX120CM,04/15/2013 06:45:36:587,A,600,82956,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,11209.8,,C1874,
401061588,STENT VIABAHN HEP 6X5CMX120CM,04/15/2013 06:45:36:587,A,600,82957,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,11209.8,,C1874,
401061589,STENT VIABAHN HEP 7X10CMX120CM,04/15/2013 06:45:36:587,A,600,82958,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,11209.8,,C1874,
401061590,STENT VIABAHN HEP 7X15CMX120CM,04/15/2013 06:45:36:587,A,600,81368,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,12987.45,,,
401061591,STENT VIABAHN HEP 8X10CMX75CM,04/15/2013 06:45:36:587,A,600,82959,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,11209.8,,C1874,
401061592,STENT VIABAHN HEP 8X10CMX120CM,04/15/2013 06:45:36:587,A,600,82960,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,11209.8,,C1874,
401061593,STENT VIABAHN HEP 8X15CMX75CM,04/15/2013 06:45:36:587,A,600,82961,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,12987.45,,C1874,
401061597,LEAD CS 1158T 86CM,04/15/2013 06:45:36:587,A,600,83407,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,6731.55,,C1900,
401061629,WIRE BALANCE 0.014X300,04/15/2013 06:45:36:587,A,600,82780,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,425.25,,C1769,
401061630,WIRE WIGGLE 0.014X190,04/15/2013 06:45:36:587,A,600,82782,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,425.25,,C1769,
401061631,WIRE RUNTHROUGH NS 0.014X180,04/15/2013 06:45:36:587,A,600,82783,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,466.2,,C1769,
401061632,LEAD LV CS EASYTRAK 4542,04/15/2013 06:45:36:587,A,600,83408,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,10715.25,,C1900,
401061633,LEAD PM DEXTRUS 4135 45CM,04/15/2013 06:45:36:587,A,600,83401,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,275,2764.65,,C1898,
401061634,ICD DEFIB COGNIS HE N119,04/15/2013 06:45:36:587,A,600,83254,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,97720.35,,C1882,
401061635,LEAD DEFIB RELIANCE 0157,04/15/2013 06:45:36:587,A,600,83388,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,17322.9,,C1895,
401061637,PM GEN VERSA VEDR01,04/15/2013 06:45:36:587,A,600,82827,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,275,13929.3,,C1785,
401061639,PM GEN SENSIA SESR01,04/15/2013 06:45:36:587,A,600,81380,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,275,11429.25,,,
401061644,IMPELLA LVAD CATHETER 2.5,04/15/2013 06:45:36:587,A,600,81381,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,89290.95,,,
401061648,KIT PATCH NAVIX,04/15/2013 06:45:36:587,A,600,79260,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,278,3392.55,,,
401061654,CATHETER DIAGNOSTIC CLS,04/15/2013 06:45:36:587,A,600,87673,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,7/5/2017 0:00,272,1365,,C1730,
401061659,RESPONSE QUAD 5MM CRD 6F,04/15/2013 06:45:36:587,A,600,79744,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,463.05,,C1730,
401061660,RESPONSE QUAD 5MM JSN 6F,04/15/2013 06:45:36:587,A,600,79745,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,463.05,,C1730,
401061678,CATHETER ACCUNAV ICE 110CM 8F,04/15/2013 06:45:36:587,A,600,82735,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,9286.2,,C1759,
401061679,CATH LIVEWIRE DUO-DECA STEER,04/15/2013 06:45:36:587,A,600,88621,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,3/16/2018 0:00,272,2867,,C1731,
401061681,EP LIVEWIRE DUO-DECA 401932,04/15/2013 06:45:36:587,A,600,82695,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,3697.05,,C1731,
401061682,EP LIVEWIRE DECA CSL 401926,04/15/2013 06:45:36:587,A,600,79746,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,2/18/2017 0:00,272,2853.9,,C1730,
401061684,CATH LIVEWIRE DECA STEERABLE,04/15/2013 06:45:36:587,A,600,88622,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4010,,14791,Charge,3/16/2018 0:00,272,1700,,C1730,
