CHARGE_CODE,CHARGE_DESCRIPTION,CHARGE,REVENUE_CODE,CPT_CODE,PHARMACY_NDC
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,16.42,,,1672931716
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,16.42,,,2724115508
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,16.42,,,6838225505
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,16.4,,,7218913130
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,15.37,,,4229163301
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,15.37,,,4335328230
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,15.37,,,4335328253
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,15.37,,,4335328260
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,15.37,,,4335328530
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,15.37,,,4335328553
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,15.37,,,4335328560
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,15.37,,,5026862715
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,15.37,,,6217527037
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,15.35,,,5026862711
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,15.05,,,6808448001
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,14.75,,,1014707610
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,14.6,,,4229163350
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,14.6,,,6217527041
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,14.49,,,6373954833
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,13.65,,,5107972263
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,12.86,,,6808448011
4950729,OXYBUTYNIN CHLORIDE ER 5 MG PO TB24,10.6,,,1013560905
4950730,LEVOFLOXACIN 250 MG PO TABS,87.65,,,5511127950
4950730,LEVOFLOXACIN 250 MG PO TABS,87.38,,,6191935910
4950730,LEVOFLOXACIN 250 MG PO TABS,84.15,,,6818024001
4950730,LEVOFLOXACIN 250 MG PO TABS,84.06,,,3172272150
4950730,LEVOFLOXACIN 250 MG PO TABS,84.06,,,5009024981
4950730,LEVOFLOXACIN 250 MG PO TABS,84.06,,,5009032451
4950730,LEVOFLOXACIN 250 MG PO TABS,84.06,,,5456991470
4950730,LEVOFLOXACIN 250 MG PO TABS,84.06,,,6909728207
4950730,LEVOFLOXACIN 250 MG PO TABS,84.06,,,6909728270
4950730,LEVOFLOXACIN 250 MG PO TABS,73.63,,,0904635161
4950730,LEVOFLOXACIN 250 MG PO TABS,73.63,,,5009032190
4950730,LEVOFLOXACIN 250 MG PO TABS,68.08,,,1366808274
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,0378121589
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,0440771403
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,0440771407
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,0440771410
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,0440771414
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,0781579001
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,0781579050
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,0904624961
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,1366808271
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,3334202108
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,5234311950
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,5976202782
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,6467954402
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,6467954403
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,6586253650
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,6818024008
4950730,LEVOFLOXACIN 250 MG PO TABS,6,,,6838201518
4950730,LEVOFLOXACIN 250 MG PO TABS,136.8,,,6318792521
4950731,LEVOFLOXACIN 500 MG PO TABS,96.45,,,5009029630
4950731,LEVOFLOXACIN 500 MG PO TABS,96.44,,,5009029631
4950731,LEVOFLOXACIN 500 MG PO TABS,96.44,,,5009029670
4950731,LEVOFLOXACIN 500 MG PO TABS,96.44,,,5009033110
4950731,LEVOFLOXACIN 500 MG PO TABS,96.44,,,5009033111
4950731,LEVOFLOXACIN 500 MG PO TABS,96.44,,,5009033114
4950731,LEVOFLOXACIN 500 MG PO TABS,96.44,,,5009033140
4950731,LEVOFLOXACIN 500 MG PO TABS,96.44,,,6818024101
4950731,LEVOFLOXACIN 500 MG PO TABS,96.44,,,6909728907
4950731,LEVOFLOXACIN 500 MG PO TABS,96.44,,,6909728970
4950731,LEVOFLOXACIN 500 MG PO TABS,96.44,,,7093405007
4950731,LEVOFLOXACIN 500 MG PO TABS,96.44,,,7093405010
4950731,LEVOFLOXACIN 500 MG PO TABS,96.34,,,5009025400
4950731,LEVOFLOXACIN 500 MG PO TABS,96.34,,,5009025401
4950731,LEVOFLOXACIN 500 MG PO TABS,96.34,,,5009025404
4950731,LEVOFLOXACIN 500 MG PO TABS,96.34,,,5009027360
4950731,LEVOFLOXACIN 500 MG PO TABS,96.33,,,5456962375
4950731,LEVOFLOXACIN 500 MG PO TABS,9.95,,,4306363805
4950731,LEVOFLOXACIN 500 MG PO TABS,84.11,,,0904635261
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,0378121789
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,0440771502
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,0440771503
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,0440771507
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,0440771510
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,0440771514
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,0781579101
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,0781579150
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,0904625061
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,1366808371
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,1366808374
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,3334202208
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,4306363807
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,4306363810
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,4306363814
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,4306363820
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,5107903501
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,5107903520
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,5234312050
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,5976202792
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,6467954502
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,6467954503
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,6586253750
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,6818024102
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,6818024108
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,6838201601
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,6838201618
4950731,LEVOFLOXACIN 500 MG PO TABS,6,,,7278908550
4950731,LEVOFLOXACIN 500 MG PO TABS,270.9,,,6318743805
4950731,LEVOFLOXACIN 500 MG PO TABS,213.99,,,6191970403
4950731,LEVOFLOXACIN 500 MG PO TABS,19.5,,,5851722020
4950731,LEVOFLOXACIN 500 MG PO TABS,163.88,,,6191970414
4950731,LEVOFLOXACIN 500 MG PO TABS,160.67,,,7133504342
4950731,LEVOFLOXACIN 500 MG PO TABS,160.67,,,7133504344
4950731,LEVOFLOXACIN 500 MG PO TABS,160.67,,,7133504347
4950731,LEVOFLOXACIN 500 MG PO TABS,160.66,,,7133504345
4950731,LEVOFLOXACIN 500 MG PO TABS,15.95,,,4306363803
4950731,LEVOFLOXACIN 500 MG PO TABS,147.5,,,5321719905
4950731,LEVOFLOXACIN 500 MG PO TABS,147.5,,,5321719907
4950731,LEVOFLOXACIN 500 MG PO TABS,147.5,,,5321719910
4950731,LEVOFLOXACIN 500 MG PO TABS,147.5,,,5321719914
4950731,LEVOFLOXACIN 500 MG PO TABS,147.5,,,5321719920
4950731,LEVOFLOXACIN 500 MG PO TABS,147.5,,,5321719930
4950731,LEVOFLOXACIN 500 MG PO TABS,145.71,,,5043600221
4950731,LEVOFLOXACIN 500 MG PO TABS,144.67,,,6318700310
4950731,LEVOFLOXACIN 500 MG PO TABS,144.67,,,6318704710
4950731,LEVOFLOXACIN 500 MG PO TABS,144.67,,,6318743807
4950731,LEVOFLOXACIN 500 MG PO TABS,144.67,,,6318743810
4950731,LEVOFLOXACIN 500 MG PO TABS,144.67,,,7120500207
4950731,LEVOFLOXACIN 500 MG PO TABS,144.67,,,7120500210
4950731,LEVOFLOXACIN 500 MG PO TABS,144.67,,,7120500212
4950731,LEVOFLOXACIN 500 MG PO TABS,144.67,,,7120500214
4950731,LEVOFLOXACIN 500 MG PO TABS,144.66,,,5570045407
4950731,LEVOFLOXACIN 500 MG PO TABS,144.66,,,5570072910
4950731,LEVOFLOXACIN 500 MG PO TABS,144.66,,,5570072914
4950731,LEVOFLOXACIN 500 MG PO TABS,144.66,,,7120500205
4950731,LEVOFLOXACIN 500 MG PO TABS,115.74,,,6878869381
4950731,LEVOFLOXACIN 500 MG PO TABS,115.74,,,6878869382
4950731,LEVOFLOXACIN 500 MG PO TABS,115.74,,,6878869384
4950731,LEVOFLOXACIN 500 MG PO TABS,115.74,,,6878869387
4950731,LEVOFLOXACIN 500 MG PO TABS,115.74,,,6878872731
4950731,LEVOFLOXACIN 500 MG PO TABS,115.74,,,6878872732
4950731,LEVOFLOXACIN 500 MG PO TABS,115.74,,,6878872734
4950731,LEVOFLOXACIN 500 MG PO TABS,115.74,,,6878872737
4950731,LEVOFLOXACIN 500 MG PO TABS,115.73,,,3535692307
4950731,LEVOFLOXACIN 500 MG PO TABS,115.62,,,6878868581
4950731,LEVOFLOXACIN 500 MG PO TABS,115.62,,,6878868582
4950731,LEVOFLOXACIN 500 MG PO TABS,115.62,,,6878868584
4950731,LEVOFLOXACIN 500 MG PO TABS,115.62,,,6878868587
4950731,LEVOFLOXACIN 500 MG PO TABS,115.56,,,5570032710
4950731,LEVOFLOXACIN 500 MG PO TABS,100.45,,,5511128050
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,0185077101
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,0185077130
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,0378052301
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,2930012601
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,2930012613
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,5976212581
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,5976212582
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,6191978790
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,6808448711
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,6878867751
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,6878867753
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,6878867756
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,6,,,6878867759
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,12.55,,,6318787190
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,11.27,,,0378052393
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,11.27,,,5281727010
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,11.27,,,5281727030
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,11.27,,,6586208601
4950732,BISOPROLOL FUMARATE 5 MG PO TABS,11.27,,,6586208630
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,0440773504
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,0440773506
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,0440773512
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,0440773540
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,0536101701
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,0536117801
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,0536117810
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,0781134501
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,0781154210
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,0904651661
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,1610338608
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,1610338611
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,1657166001
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,1657166050
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,4229160810
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,4229160890
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,4280601201
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,4988403401
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,4988403410
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,4999908700
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,4999908715
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,4999908730
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5026852211
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5026852215
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5107942301
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5253612901
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5295922500
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5295922507
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5295922512
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5295922520
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5295922521
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5295922530
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5434813910
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5456991520
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5473801203
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5504512308
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5974612206
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,5974612210
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,6191988630
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,6516244110
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,6516244111
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,6808449001
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,6808449011
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,6961802701
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,6961802710
4950733,MECLIZINE HCL 12.5 MG PO TABS,6,,,7120541610
4950734,MECLIZINE HCL 25 MG PO TABS,8.29,,,4306366210
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440173608
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440773604
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440773606
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440773608
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440773610
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440773612
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440773615
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440773620
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440773621
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440773630
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440773690
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0440773691
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0781137501
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,0904651761
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,1657166101
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,1657166110
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,1659014620
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,1659014630
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,4229160910
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,4229160990
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,4280601410
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,4306366215
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,4306366230
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,4988403501
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,4988403510
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5026852311
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5026852315
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5043600141
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5043600143
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5253613301
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5295903304
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5295903310
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5295903320
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5295903321
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5295903325
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5295903330
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5295903390
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5456957592
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5504514515
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5504514517
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5504514518
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5570080030
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5796310101
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5886415920
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5886415930
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5886415956
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5886415960
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5974612106
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,5974612110
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6076008730
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6076008790
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6076042530
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6076042590
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6191914610
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6191914690
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6318799610
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6318799620
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6318799630
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6516244210
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6516244211
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6626713920
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6808449101
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6808449111
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6838754230
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6967715315
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6967715320
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,6967715330
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,7120537430
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,7218904830
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,7218904860
4950734,MECLIZINE HCL 25 MG PO TABS,6,,,7218904890
4950734,MECLIZINE HCL 25 MG PO TABS,10,,,5886415908
4950735,PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,8.07,,,0904662261
4950735,PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,7.84,,,5026863811
4950735,PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,7.84,,,5026863815
4950735,PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,6,,,0115351101
4950735,PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,6,,,0781501501
4950735,PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,6,,,6808449401
4950735,PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,6,,,6808449411
4950735,PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,6,,,6838265906
4950735,PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,6,,,6868230210
4950735,PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,6,,,7193002890
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,0904652161
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,0904670961
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,1310701401
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,2315560601
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,4988406501
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,5504534861
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,5511164801
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6042966501
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6068727001
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6068727011
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6068745801
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6068745811
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6412513901
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6498027201
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6808423101
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6808423111
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6808449911
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6907647501
4950736,GLYCOPYRROLATE 1 MG PO TABS,6,,,6931513901
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,0093720110
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,0093720198
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,0378822010
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,0440815630
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,0440815660
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,0440815681
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,0440815685
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,0440815690
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,0781523292
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,1013549990
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,1625252750
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,1625252790
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,4306344330
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,4306380730
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,6042936845
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,6373964910
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,6373964941
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,6808418711
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,6818048609
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,6838207105
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,6,,,6838207116
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,21.24,,,6191970930
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,21.24,,,6191970990
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,21.24,,,6191980130
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,20.9,,,7218906090
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,19.62,,,6878863273
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,19.62,,,6878863276
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,19.62,,,6878863279
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,19.62,,,6878870133
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,19.62,,,6878870136
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,19.62,,,6878870139
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,18.31,,,6076042190
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,18.18,,,7133502961
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,1672900915
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,1672900916
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,1672900917
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,5107945801
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,5107945820
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,5445886910
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,5445892616
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,5511123005
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,5511123090
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,6050501697
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,6050501699
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,6818048602
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,6846219605
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.34,,,6846219690
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.26,,,6068717801
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.26,,,6068717811
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,16.26,,,6808418701
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,12.48,,,0904589261
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,12.46,,,5026867311
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,12.46,,,5026867315
4950737,PRAVASTATIN SODIUM 20 MG PO TABS,11.92,,,5445890802
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,0093720210
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,0093720298
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,0378824010
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,0440815730
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,0440815760
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,0440815781
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,0440815785
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,0440815790
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,0781523492
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,1013550090
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,1625252850
4950738,PRAVASTATIN SODIUM 40 MG PO TABS,6,,,1625252890
