BarCdmID|Name|GlGdp|HCPCS|CPT|Subcategory|StandardAmount|StandardEffectiveDateID|Active|IPCount2022|IPAmount2022|OPCount2022|OPAmount2022|ChargeType|GlCorp|ReplaceCode1|ReplaceCode2|ReplaceCode3|ReplaceCode4|ReplaceCode5|RVU|HcpcsEffectiveDateTime|CptEffectiveDateTime|MasterCodeOnly|SubcategoryDescription|ClientDiscount|HcpcsMultiEffectiveDateTime|HcpcsMultiplier|Editable|StdProCompPercent|Facility_MisFacID|O/D|StatExpression|StatExpressionOverride|StatValue|Requirement|HCPCS_MCD|HcpcsMcdEffectiveDateTime|HCPCS_MCR|HcpcsMcrEffectiveDateTime|CPTMod|HCPCSMod
6403097083|NEEDLE, ANY SIZE|77510|||0640|1.58|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|NULL|N|IV Therapy Svc|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
6456150U|IMPLANT NEUROELECTRODES|69450||64561|0510|2079.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Clinic|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|50|NULL
6920950CHI|REMOVE IMPACTED EAR WAX UNI|69700||69209|0517|72.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|NULL|2016-01-01 00:00:00.000|N|Family Clinic|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|50|NULL
6920950PED|REMOVE IMPACTED EAR WAX UNI|69300||69209|0510|72.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|NULL|2016-01-01 00:00:00.000|N|Clinic|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|50|NULL
69209PIKFA|REMOVE IMPACTED EAR WAX UNI|69700||69209|0517|36.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|NULL|2016-01-01 00:00:00.000|N|Family Clinic|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
69420ALL|MYRINGOTOMY|69810||69420|0510|194.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Clinic|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7501605562|MOD SEDAT ENDO SERVICE >5YRS|66100|G0500||0379|407.63|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|2017-01-01 00:00:00.000|NULL|N|Anesth/Other|Y|2017-01-01 00:00:00.000|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7501990453|BRONCHOSCOPY/LUNG BX EACH|66100||31628|0761|5173.65|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2016-01-11 00:00:00.000|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|D|PROCEDURE|NULL|1||NULL|NULL|NULL|NULL|NULL|NULL
7501990804|BRONCHOSCOPY STENT ADD-ON|66100||31637|0761|6725.09|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2016-01-01 00:00:00.000|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7501991752|SCREENING COLONOSCOPY|66100|G0105|45378|0750|4500.70|2022-01-01 00:00:00.000|Y|0|0.00|2|8442.00|Ancillary|12||||||NULL|2016-01-01 00:00:00.000|2016-01-01 00:00:00.000|N|Gastro-Intstl Svcs|Y|2016-01-01 00:00:00.000|NULL|N|NULL|GRE|D|PROCEDURE|NULL|1||G0105|2016-01-01 00:00:00.000|G0105|2016-01-01 00:00:00.000|NULL|NULL
7601001516|OBSERVATION DIRECT ADM GEN CAR|61100|G0379|99218|762D|410.63|2022-01-01 00:00:00.000|Y|0|0.00|1|385.11|Ancillary|12||||||NULL|2015-01-14 00:00:00.000|2015-01-14 00:00:00.000|N|Observation Rm|Y|2015-01-14 00:00:00.000|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||G0379|2004-01-01 00:00:00.000|G0379|2004-01-01 00:00:00.000|NULL|NULL
7601013547|INSERT IUD|65600||58300|0761|3298.05|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2017-01-01 00:00:00.000|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7601777592|RTX INIT CONS COMPLEX LEVEL 5|72302|G0463|99205|0510|212.00|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|2015-01-01 00:00:00.000|2015-01-14 00:00:00.000|N|Clinic|Y|2015-01-01 00:00:00.000|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||G0463|2017-01-01 00:00:00.000|G0463|2017-01-01 00:00:00.000|NULL|NULL
7601777709|DESIGN MLC DEVICE FOR IMRT  *||||0761|1612.50|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||3201777673||||NULL|NULL|NULL|Y|Treatment Rm|NULL|NULL|NULL|NULL|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7601777782|RESPIRATOR MOTION MGMT SIMUL *||||0761|0.00|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12|9602007458|3201777768||||NULL|NULL|NULL|Y|Treatment Rm|NULL|NULL|NULL|NULL|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7602900039|NEG PRESS WOUND TX< 50 SQ CM|66900||97605|0761|421.49|2022-01-01 00:00:00.000|Y|0|0.00|36|14261.04|Ancillary|12||||||NULL|NULL|2015-01-14 00:00:00.000|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7602900132|STRAPNG,COMP WOND,UNNA BOT BIL|66900||29580|0761|759.76|2022-01-01 00:00:00.000|Y|0|0.00|64|45220.99|Ancillary|12||||||NULL|NULL|2017-01-01 00:00:00.000|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|50|NULL
7602935869|NEG PRESS WOUND TX >50 CM|66900||97608|0761|1508.34|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2017-01-01 00:00:00.000|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7612800801|Fasciotomy Foot/Toe Percutaneo|66120|||0761|9906.40|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|NULL|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7613157501|LARYNGOSCOPY FLEX; DIAGNOSTIC|61000||31575|0761|613.49|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7613657301|Insert PICC W/Image|72050||36573|0761|4921.49|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7614753801|Perq plmt bile duct stent|72050|||0761|1890.00|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|NULL|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7614908201|Abd paracentesis w/o image|72050|||0761|3021.37|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|NULL|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7614941901|Insert tun ip cath w/port|72050|||0761|3021.37|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|NULL|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7615068801|Change of ureter tube/stent|72050|||0761|6691.30|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|NULL|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7615170301|Temp Bladder  Cath - Comp|61000||51703|0761|465.08|2022-01-01 00:00:00.000|Y|6|2617.08|1|436.18|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7617590201|Remove cva lumen obstruct|72050|||0761|10679.50|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|NULL|N|Treatment Rm|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
76801OBGYN|OB US < 14 WKS, SINGLE FETUS|69940||76801|0402|127.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2015-01-14 00:00:00.000|N|Ultrasound|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|TC|NULL
76821OBGYN|FETAL MDL CEREBRAL ARTERY ECHO|69940||76821|0402|276.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2018-01-01 00:00:00.000|N|Ultrasound|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7694250AOC|UTS guidance for injections|69817||76942|0402|586.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Ultrasound|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|50|NULL
76942PAIC|UTS guidance for injections|69818||76942|0402|311.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Ultrasound|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|PN|NULL
7701596472|IMMUNIZ.ADMINIST ONE VACCINE|68000||90471|0771|106.73|2022-01-01 00:00:00.000|Y|1|100.10|161|16108.44|Ancillary|12||||||NULL|NULL|2015-01-14 00:00:00.000|N|Vaccine Admin|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||90471|2004-01-01 00:00:00.000|90471|2004-01-01 00:00:00.000|NULL|NULL
77071ASPC|X-RAY STRESS VIEW|69822||77071|0320|38.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Dx x-Ray|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
7710024501|BMA+ETESEVIM w/ post monit|68000|M0245||0771|1159.69|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|2021-01-01 00:00:00.000|NULL|N|Vaccine Admin|Y|2021-01-01 00:00:00.000|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
81003PAIJ|AUTOM URINALYSIS WO MICRO|69818||81003|0300|19.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Lab|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|PO|NULL
81025PEDS|URINE PREGNANCY VISUAL COLOR|69300||81025|0300|37.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Lab|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
83036FAMCH|GLYCATED HEMOGLOBIN TEST|69700||83036|0300|48.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2017-01-01 00:00:00.000|N|Lab|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
83036PRFAM|GLYCATED HEMOGLOBIN TEST|69700||83036|0300|51.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Lab|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
83036RESID|GLYCATED HEMOGLOBIN TEST|69725||83036|0300|51.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Lab|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
86580INTER|SKIN TEST; TB ID|69200||86580|0300|30.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Lab|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
87804PRFAM|INFLUENZA ASSAY W/OPTIC|69700||87804|0300|33.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Lab|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
87807RESID|RSV IA W DIR OBSERV|69725||87807|0309|13.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2019-01-01 00:00:00.000|N|Other Lab Tests|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90471ALL|IMMUNIZATION ADMIN|69810||90471|0771|66.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Vaccine Admin|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90471ASPC|IMMUNIZATION ADMIN|69822|G0463|90471|0771|66.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|2021-01-01 00:00:00.000|2021-01-01 00:00:00.000|N|Vaccine Admin|Y|2021-01-01 00:00:00.000|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90633AOAKH|PEDI 2 DOSE HEP-A VACCINE 19+|69700||90633|0636|63.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2018-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90648AWOOD|IM 4 DOSE HIB PRP-T 19+|69700||90648|0636|51.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2020-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|pn|NULL
90651AJACF|IMMZATION GARDASIL 9+ 19|69700||90651|0636|400.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2019-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|PO|NULL
90651FAMCI|IMMUNIZATION GARDASIL 9|69700||90651|0636|0.01|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2018-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|PO|NULL
90662ASMC|FLU VACC PRSV FREE INC ANTIG I|69816||90662|0636|100.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90662PRFAM|FLU VACC PRSV FREE INC ANTIG I|69700||90662|0636|100.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90681ACHIL|RV1 VACC 2 DOSE LIVE ORAL19+|69700||90681|0636|143.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90681PRFAM|RV1 VACC 2 DOSE LIVE ORAL|69700||90681|0636|0.01|2020-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2020-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90681WASHF|RV1 VACC 2 DOSE LIVE ORAL|69700||90681|0636|0.01|2020-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2020-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90685PRFAM|FLU VAC NO PRSV 4 VAL 6-35 M|69700||90685|0636|35.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90696APRFA|DTAP-IPV VACC 4-6 YR IM 19+|69700||90696|0636|94.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2018-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90702PEDS|DT VACCINE < 7 YRS IM|69300||90702|0636|0.01|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|Y|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90707CHILF|SQ MMR VACCINE|69700||90707|0636|0.01|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|Y|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90723JACFA|DTAP-HEPB-IPV INACTIV IM|69700||90723|0250|0.01|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Pharmacy|Y|NULL|NULL|Y|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90732AENT|PNEUMOCOCCAL VACCINE 19+|69800||90732|0636|121.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2018-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
90732WOODL|PNEUMOCOCCAL VACCINE|69700||90732|0636|0.01|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2020-01-01 00:00:00.000|N|Drug/Detail Code|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|PN|NULL
93005PAIJ|12 LEAD EKG; TRACING ONLY|69818||93005|0730|40.28|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|EKG/ECG|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|PO|NULL
93010PAIN|12 LEAD EKG; TRACING ONLY|69818||93005|0730|38.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|EKG/ECG|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
94010ALL|SPIROMETRY|69810||94010|0469|47.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Other Pulmonary Func|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
94618INTER|PULMONARY STRESS TEST/SIMPLE|69200||94618|0460|42.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2019-01-01 00:00:00.000|N|Pulmonary Func|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
94640PIKFA|BRONCHODILATION EX|69700||94640|0410|58.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2016-01-01 00:00:00.000|N|Respiratory Svc|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
94664ALL|EVALUATE PT USE OF INHALER|69810||94664|0410|39.22|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|Respiratory Svc|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
95024ENTJA|"ID ALLERGY TEST, DRUG/BUG"|69800||95024|0924|8.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2018-01-01 00:00:00.000|N|Allergy Test|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|PO|NULL
95907ASPJ|NVR CNDJ TST 1-2 STUDIES|69822||95907|0922|62.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2021-01-01 00:00:00.000|N|EMG|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
9603158222|VEEG 2-12 HR INTMT MNTR|71300||95712|0986|572.68|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2020-01-01 00:00:00.000|N|Prof Fee/EEG|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
96110PEDS|DEVELOPMENTAL SCREEN|69300||96110|0510|13.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Clinic|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
96110PIKFA|DEVELOPMENTAL SCREEN|69700||96110|0517|26.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|NULL|2016-01-01 00:00:00.000|N|Family Clinic|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
96372WASHF|THER/PROPH/DIAG INJ SC/IM|69700||96372|0517|51.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Family Clinic|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
96402UROLO|CHEMO HORMON ANTINEOPL SQ/IM|69450||96402|0331|80.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|NULL|2014-01-01 00:00:00.000|N|Rad-Chemo-Inject|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
9802102488|ECONOMY ITE DIGITAL, MONAURAL|73850|V5256||274D|1155.94|2022-01-01 00:00:00.000|Y|0|0.00|0|0.00|Ancillary|12||||||NULL|2015-01-14 00:00:00.000|NULL|N|Durable Medical Equipment|Y|2015-01-14 00:00:00.000|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
99024CHILF|GLOBAL VISIT|69700|G0463||0517|97.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|2016-01-01 00:00:00.000|NULL|N|Family Clinic|Y|2016-01-01 00:00:00.000|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|NULL
99024SURWF|GLOBAL VISIT|69900|G0463|99024|0510|101.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|2018-01-01 00:00:00.000|2020-01-01 00:00:00.000|N|Clinic|Y|2018-01-01 00:00:00.000|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|NULL|PO
99173WOODL|VISUAL ACUITY SCREEN BILAT - Q|69700||99173|0510|26.00|2021-01-01 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|NULL|2020-01-01 00:00:00.000|N|Clinic|Y|NULL|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||NULL|NULL|NULL|NULL|PN|NULL
99203RESID|OFFICEOUTPATIENT VISIT NEW|69725|G0463|99203|0517|156.00|2021-03-02 00:00:00.000|Y|0|0.00|0|0.00|Office Visit|12||||||NULL|2016-01-01 00:00:00.000|2014-01-01 00:00:00.000|N|Family Clinic|Y|2016-01-01 00:00:00.000|NULL|N|NULL|GRE|NULL|NULL|NULL|NULL||G0463|2016-01-01 00:00:00.000|G0463|2016-01-01 00:00:00.000|NULL|NULL
